ID,Name,Nexus_File,rooted,type,method,scaling,Source
posterior-278,STATE_539000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-279,STATE_486800000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-280,STATE_13900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-281,STATE_261500000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-282,STATE_385200000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-283,STATE_358500000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-284,STATE_37400000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-285,STATE_261300000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-286,STATE_256500000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-287,STATE_319000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-288,STATE_244500000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-289,STATE_102700000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-290,STATE_311000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-291,STATE_463100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-292,STATE_509900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-293,STATE_46400000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-294,STATE_467100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-295,STATE_89900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-296,STATE_398200000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-297,STATE_97200000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-298,STATE_78900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-299,STATE_503600000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-300,STATE_142600000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-301,STATE_27200000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-302,STATE_41900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-303,STATE_253000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-304,STATE_177300000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-305,STATE_430100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-306,STATE_79000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-307,STATE_377100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-308,STATE_384200000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-309,STATE_48200000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-310,STATE_346800000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-311,STATE_180200000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-312,STATE_181900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-313,STATE_269900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-314,STATE_132800000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-315,STATE_313900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-316,STATE_481800000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-317,STATE_445000000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-318,STATE_197900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-319,STATE_386300000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-320,STATE_147700000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-321,STATE_170700000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-322,STATE_453500000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-323,STATE_470500000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-324,STATE_451500000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-325,STATE_524100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-326,STATE_175200000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-327,STATE_130500000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-328,STATE_373100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-329,STATE_11800000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-330,STATE_532900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-331,STATE_159600000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-332,STATE_59900000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-333,STATE_57100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-334,STATE_459200000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-335,STATE_100100000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-336,STATE_77300000,posterior.trees,,sample,bayesian,years,Bouckaert2018
posterior-337,STATE_217200000,posterior.trees,,sample,bayesian,years,Bouckaert2018
